+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x28i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x29i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x30i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x31i                         ; 6     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x0i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x1i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x2i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x3i                          ; 6     ; 3              ; 0            ; 3              ; 1      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x4i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x5i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x6i                          ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x7i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x32i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x33i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x34i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x35i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x36i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x37i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x38i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x39i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x42i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x43i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc|x44i                         ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a|cc                              ; 40    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|a                                 ; 40    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr                                   ; 114   ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|rg                                   ; 37    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0                                      ; 38    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|byte_endian_converter_u0                      ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc_bridge_u0                                 ; 39    ; 0              ; 1            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0                                               ; 41    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst                                                                   ; 39    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst                                                                                  ; 39    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0                                                                                              ; 82    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_ctrl_inst|ALTSHIFT_TAPS_component|auto_generated|cntr1|cmpr5                        ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_ctrl_inst|ALTSHIFT_TAPS_component|auto_generated|cntr1                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_ctrl_inst|ALTSHIFT_TAPS_component|auto_generated|altsyncram2                        ; 12    ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_ctrl_inst|ALTSHIFT_TAPS_component|auto_generated                                    ; 7     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_ctrl_inst                                                                           ; 7     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_data_inst|ALTSHIFT_TAPS_component|auto_generated|cntr1|cmpr5                        ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_data_inst|ALTSHIFT_TAPS_component|auto_generated|cntr1                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_data_inst|ALTSHIFT_TAPS_component|auto_generated|altsyncram2                        ; 39    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_data_inst|ALTSHIFT_TAPS_component|auto_generated                                    ; 34    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|shiftreg_data_inst                                                                           ; 34    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc_checksum_aligner_u0                                           ; 35    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|byte_endian_converter_u1                      ; 33    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x0i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x1i                          ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x2i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x3i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x4i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x5i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x6i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x7i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x8i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x9i                          ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x10i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x11i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x12i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x13i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x14i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x15i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x16i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x17i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x18i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x19i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x20i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x21i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x22i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x23i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x24i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x25i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x26i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x27i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x28i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x29i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x30i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x31i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x556i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x557i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x558i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x559i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x560i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x561i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x562i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x563i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x564i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x565i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x566i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x567i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x568i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x569i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x570i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x571i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x572i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x573i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x574i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x575i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x576i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x577i                        ; 6     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x578i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x579i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x580i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_gen_0|crcgen_inst|crc32_gen_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x581i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
